SPS/2605/01073-B01,1045.3062000
SPS/2603/00987-B01,1038.9500000
SPS/2605/00931-B01,1037.7400000
SPS/2606/00471-S01,1036.5768000
SPS/2605/00951-B01,1034.1984000
SPS/2605/00457-B01,1031.5935000
SPS/2605/01026-B01,1026.5790000
SPS/2605/00557-B01,1023.6240000
SPS/2605/00922-B01,1020.8744000
SPS/2606/00140-S01,1020.4208000
SPS/2605/00883-PB0201,1012.7000000
SPS/2605/01071-B01,1012.5500000
SPS/2603/00596-P0101,1008.4800000
SPS/2606/00167-B01,994.1380800
SPS/2605/00789-B01,982.8428000
SPS/2605/00288-B01,979.1560800
SPS/2605/01070-B01,977.4432000
SPS/2605/00969-B01,976.6312000
SPS/2605/00959-B01,976.6312000
SPS/2606/00044-B01,976.6312000
SPS/2605/00607-B01,976.6000000
SPS/2605/00524-B01,975.5535000
SPS/2606/00191-S01,971.5680000
SPS/2605/00419-B01,969.3552000
SPS/2606/00408-B01,965.0095000
SPS/2606/00342-S01,964.3200000
SPS/2605/00608-B01,962.1164000
SPS/2605/01053-B01,960.1830000
SPS/2605/00985-B01,959.7420000
SPS/2606/00352-B01,958.9942000
SPS/2605/00554-B01,958.1000000
SPS/2604/00801-B01,955.6344000
SPS/2606/00086-TB01,949.5900000
SPS/2605/00610-B01,949.3000000
SPS/2605/00496-B01,946.4050000
SPS/2601/00548-B03,944.5000000
SPS/2605/00874-B01,941.5440000
SPS/2604/01143-B01,938.2800000
SPS/2606/00549-S01,937.9920000
SPS/2606/00137-S01,937.6137300
SPS/2606/00194-B01,930.2400000
SPS/2606/00083-B01,929.6280000
SPS/2605/00609-B01,924.4696000
SPS/2605/00988-S01,924.4026000
SPS/2605/00404-B01,922.2300000
SPS/2605/01146-L01,921.9000000
SPS/2605/00870-B01,920.8080000
SPS/2605/00941-TT01,917.8500000
SPS/2606/00091-TT01,917.8500000
SPS/2605/00854-B01,917.3696000
SPS/2605/00750-B01,916.4720000
SPS/2605/01149-B01,916.2995000
SPS/2605/01056-B01,903.5562000
SPS/2605/00913-B01,902.7165000
SPS/2605/00133-TT01,902.4000000
SPS/2606/00027-B01,898.1500000
SPS/2605/00954-TT01,897.1500000
SPS/2605/00954-TT02,897.1500000
SPS/2604/00564-B01,890.5470000
SPS/2605/00273-B02,889.6261500
SPS/2605/01002-B01,889.2556000
SPS/2605/00991-B01,883.2180000
SPS/2605/00041-TT01,882.0000000
SPS/2605/00995-B01,881.8800000
SPS/2605/00997-B01,881.8800000
SPS/2606/00595-B01,881.8800000
SPS/2605/00845-B01,876.6696000
SPS/2605/00583-B01,875.7920000
SPS/2606/00035-B01,871.5422000
SPS/2605/01140-B01,863.7420000
SPS/2606/00103-B01,858.6952500
SPS/2603/00543-B01,852.7800000
SPS/2605/01117-B01,852.6000000
SPS/2605/00928-B01,846.0628800
SPS/2606/00104-B01,845.3130000
SPS/2606/00089-TT01,844.4220000
SPS/2605/00269-B02,843.9404000
SPS/2606/00102-B01,837.2624000
SPS/2605/00976-B01,829.8368000
SPS/2605/00088-TB01,824.9280000
SPS/2605/00842-B01,821.8089000
SPS/2605/01000-B01,821.3400000
SPS/2606/00079-B01,821.3400000
SPS/2606/00067-B01,817.6014000
SPS/2606/00062-B01,817.6014000
SPS/2604/01258-B07,815.5070000
SPS/2606/00297-P0101,814.4320000
SPS/2606/00068-B01,811.9098000
SPS/2606/00064-B01,806.6032000
SPS/2605/00274-B02,804.8998500
SPS/2605/01023-B01,800.2104000
SPS/2606/00036-B01,799.1802100
SPS/2603/00382-B02,797.6562000
SPS/2605/00569-B01,797.3976000
SPS/2606/00051-B01,787.6440000
SPS/2604/01140-B01,787.3680000
SPS/2605/00241-B01,785.4816000
SPS/2605/00992-B01,779.5776000
SPS/2605/00872-B01,771.6224000
SPS/2606/00117-S02,769.9750000
SPS/2606/00080-B01,765.2151000
SPS/2604/01462-B01,764.6241000
SPS/2605/00530-B01,751.9248000
SPS/2605/00492-B03,750.4124000
SPS/2605/00871-B01,747.8250000
SPS/2604/01141-B01,747.7520000
SPS/2606/00015-B01,741.4848000
SPS/2605/00968-B01,730.6096000
SPS/2605/00579-B01,727.4930000
SPS/2605/00478-B01,719.7450000
SPS/2606/00262-B01,719.4600000
SPS/2605/01014-B01,701.4900000
